672	1.4
673	1.4
674	1.4
675	1.4
676	1.4
677	1.4
678	1.4
679	1.4
680	1.4
681	1.4
682	1.4
683	1.4
684	1.4
685	1.4
686	1.4
687	1.4
688	1.4
689	1.4
690	1.4
691	1.4
692	1.4
693	1.4
694	1.4
695	1.4
696	1.4
697	1.4
698	1.4
699	1.4
700	1.4
701	1.4
702	1.4
703	1.4
704	1.4
705	1.4
706	1.4
707	1.4
708	1.4
709	1.4
710	1.4
711	1.4
712	1.4
713	1.4
714	1.4
715	1.4
716	1.4
717	1.4
718	1.4
719	1.4
720	1.4
721	1.4
722	1.4
723	1.4
724	1.4
725	1.4
726	1.4
727	1.4
728	1.4
729	1.4
730	1.4
731	1.4
732	1.4
733	1.4
734	1.4
735	1.4
736	1.4
737	1.4
738	1.4
739	1.4
740	1.4
741	1.4
742	1.4
743	1.4
744	1.4
745	1.4
746	1.4
747	1.4
748	1.4
749	1.4
750	1.4
751	1.4
752	1.4
753	1.4
754	1.4
755	1.4
756	1.4
757	1.4
758	1.4
759	1.4
760	1.4
761	1.4
762	1.4
763	1.4
764	1.4
765	1.4
766	1.4
767	1.4
768	1.4
769	1.4
770	1.4
771	1.4
772	1.4
773	1.4
774	1.4
775	1.4
776	1.4
777	1.4
778	1.4
779	1.4
780	1.4
781	1.4
782	1.4
783	1.4
784	1.4
785	1.4
786	1.4
787	1.4
788	1.4
789	1.4
790	1.4
791	1.4
792	1.4
793	1.4
794	1.4
795	1.4
796	1.4
797	1.4
798	1.4
799	1.4
800	1.4
801	1.4
802	1.4
803	1.4
804	1.4
805	1.4
806	1.4
807	1.4
808	1.4
809	1.4
810	1.4
811	1.4
812	1.4
813	1.4
814	1.4
815	1.4
816	1.4
817	1.4
818	1.4
819	1.4
820	1.4
821	1.4
822	1.4
823	1.4
824	1.4
825	1.4
826	1.4
827	1.4
828	1.4
829	1.4
830	1.4
831	1.4
832	1.4
833	1.4
834	1.4
835	1.4
836	1.4
837	1.4
838	1.4
839	1.4
840	1.4
841	1.4
842	1.4
843	1.4
844	1.4
845	1.4
846	1.4
847	1.4
848	1.4
849	1.4
850	1.4
851	1.4
852	1.4
853	1.4
854	1.4
855	1.4
856	1.4
857	1.4
858	1.4
859	1.4
860	1.4
861	1.4
862	1.4
863	1.4
864	1.4
865	1.4
866	1.4
867	1.4
868	1.4
869	1.4
870	1.4
871	1.4
872	1.4
873	1.4
874	1.4
875	1.4
876	1.4
877	1.4
878	1.4
879	1.4
880	1.4
881	1.4
882	1.4
883	1.4
884	1.4
885	1.4
886	1.4
887	1.4
888	1.4
889	1.4
890	1.4
891	1.4
892	1.4
893	1.4
894	1.4
895	1.4
896	1.4
897	1.4
898	1.4
899	1.4
900	1.4
901	1.4
902	1.4
903	1.4
904	1.4
905	1.4
906	1.4
907	1.4
908	1.4
909	1.4
910	1.4
911	1.4
912	1.4
913	1.4
914	1.4
915	1.4
916	1.4
917	1.4
918	1.4
919	1.4
920	1.4
921	1.4
922	1.4
923	1.4
924	1.4
925	1.4
926	1.4
927	1.4
928	1.4
929	1.4
930	1.4
931	1.4
932	1.4
933	1.4
934	1.4
935	1.4
936	1.4
937	1.4
938	1.4
939	1.4
940	1.4
941	1.4
942	1.4
943	1.4
944	1.4
945	1.4
946	1.4
947	1.4
948	1.4
949	1.4
950	1.4
951	1.4
952	1.4
953	1.4
954	1.4
955	1.4
956	1.4
957	1.4
958	1.4
959	1.4
960	1.4
961	1.4
962	1.4
963	1.4
964	1.4
965	1.4
966	1.4
967	1.4
968	1.4
969	1.4
970	1.4
971	1.4
972	1.4
973	1.4
974	1.4
975	1.4
976	1.4
977	1.4
978	1.4
979	1.4
980	1.4
981	1.4
982	1.4
983	1.4
984	1.4
985	1.4
986	1.4
987	1.4
988	1.4
989	1.4
990	1.4
991	1.4
992	1.4
993	1.4
994	1.4
995	1.4
996	1.4
997	1.4
998	1.4
999	1.4
1000	1.4
1001	1.4
1002	1.4
1003	1.4
1004	1.4
1005	1.4
1006	1.4
1007	1.4
1008	1.4
1009	1.4
1010	1.4
1011	1.4
1012	1.4
1013	1.4
1014	1.4
1015	1.4
1016	1.4
1017	1.4
1018	1.4
1019	1.4
1020	1.4
1021	1.4
1022	1.4
1023	1.4
1024	1.4
1025	1.4
1026	1.4
1027	1.4
1028	1.4
1029	1.4
1030	1.4
1031	1.4
1032	1.4
1033	1.4
1034	1.4
1035	1.4
1036	1.4
1037	1.4
1038	1.4
1039	1.4
1040	1.4
1041	1.4
1042	1.4
1043	1.4
1044	1.4
1045	1.4
1046	1.4
1047	1.4
1048	1.4
1049	1.4
1050	1.4
1051	1.4
1052	1.4
1053	1.4
1054	1.4
1055	1.4
1056	1.4
1057	1.4
1058	1.4
1059	1.4
1060	1.4
1061	1.4
1062	1.4
1063	1.4
1064	1.4
1065	1.4
1066	1.4
1067	1.4
1068	1.4
1069	1.4
1070	1.4
1071	1.4
1072	1.4
1073	1.4
1074	1.4
1075	1.4
1076	1.4
1077	1.4
1078	1.4
1079	1.4
1080	1.4
1081	1.4
1082	1.4
1083	1.4
1084	1.4
1085	1.4
1086	1.4
1087	1.4
1088	1.4
1089	1.4
1090	1.4
1091	1.4
1092	1.4
1093	1.4
1094	1.4
1095	1.4
1096	1.4
1097	1.4
1098	1.4
1099	1.4
1100	1.4
1101	1.4
1102	1.4
1103	1.4
1104	1.4
1105	1.4
1106	1.4
1107	1.4
1108	1.4
1109	1.4
1110	1.4
1111	1.4
1112	1.4
1113	1.4
1114	1.4
1115	1.4
1116	1.4
1117	1.4
1118	1.4
1119	1.4
1120	1.4
1121	1.4
1122	1.4
1123	1.4
1124	1.4
1125	1.4
1126	1.4
1127	1.4
1128	1.4
1129	1.4
1130	1.4
1131	1.4
1132	1.4
1133	1.4
1134	1.4
1135	1.4
1136	1.4
1137	1.4
1138	1.4
1139	1.4
1140	1.4
1141	1.4
1142	1.4
1143	1.4
1144	1.4
1145	1.4
1146	1.4
1147	1.4
1148	1.4
1149	1.4
1150	1.4
1151	1.4
1152	1.4
1153	1.4
1154	1.4
1155	1.4
1156	1.4
1157	1.4
1158	1.4
1159	1.4
1160	1.4
1161	1.4
1162	1.4
1163	1.4
1164	1.4
1165	1.4
1166	1.4
1167	1.4
1168	1.4
1169	1.4
1170	1.4
1171	1.4
1172	1.4
1173	1.4
1174	1.4
1175	1.4
1176	1.4
1177	1.4
1178	1.4
1179	1.4
1180	1.4
1181	1.4
1182	1.4
1183	1.4
1184	1.4
1185	1.4
1186	1.4
1187	1.4
1188	1.4
1189	1.4
1190	1.4
1191	1.4
1192	1.4
1193	1.4
1194	1.4
1195	1.4
1196	1.4
1197	1.4
1198	1.4
1199	1.4
1200	1.4
1201	1.4
1202	1.4
1203	1.4
1204	1.4
1205	1.4
1206	1.4
1207	1.4
1208	1.4
1209	1.4
1210	1.4
1211	1.4
1212	1.4
1213	1.4
1214	1.4
1215	1.4
1216	1.4
1217	1.4
1218	1.4
1219	1.4
1220	1.4
1221	1.4
1222	1.4
1223	1.4
1224	1.4
1225	1.4
1226	1.4
1227	1.4
1228	1.4
1229	1.4
1230	1.4
1231	1.4
1232	1.4
1233	1.4
1234	1.4
1235	1.4
1236	1.4
1237	1.4
1238	1.4
1239	1.4
1240	1.4
1241	1.4
1242	1.4
1243	1.4
1244	1.4
1245	1.4
1246	1.4
1247	1.4
1248	1.4
1249	1.4
1250	1.4
1251	1.4
1252	1.4
1253	1.4
1254	1.4
1255	1.4
1256	1.4
1257	1.4
1258	1.4
1259	1.4
1260	1.4
1261	1.4
1262	1.4
1263	1.4
1264	1.4
1265	1.4
1266	1.4
1267	1.4
1268	1.4
1269	1.4
1270	1.4
1271	1.4
1272	1.4
1273	1.4
1274	1.4
1275	1.4
1276	1.4
1277	1.4
1278	1.4
1279	1.4
1280	1.4
1281	1.4
1282	1.4
1283	1.4
1284	1.4
1285	1.4
1286	1.4
1287	1.4
1288	1.4
1289	1.4
1290	1.4
1291	1.4
1292	1.4
1293	1.4
1294	1.4
1295	1.4
1296	1.4
1297	1.4
1298	1.4
1299	1.4
1300	1.4
1301	1.4
1302	1.4
1303	1.4
1304	1.4
1305	1.4
1306	1.4
1307	1.4
1308	1.4
1309	1.4
1310	1.4
1311	1.4
1312	1.4
1313	1.4
1314	1.4
1315	1.4
1316	1.4
1317	1.4
1318	1.4
1319	1.4
1320	1.4
1321	1.4
1322	1.4
1323	1.4
1324	1.4
1325	1.4
1326	1.4
1327	1.4
1328	1.4
1329	1.4
1330	1.4
1331	1.4
1332	1.4
1333	1.4
1334	1.4
1335	1.4
1336	1.4
1337	1.4
1338	1.4
1339	1.4
1340	1.4
1341	1.4
1342	1.4
1343	1.4
1344	1.4
1345	1.4
1346	1.4
1347	1.4
1348	1.4
1349	1.4
1350	1.4
1351	1.4
1352	1.4
1353	1.4
1354	1.4
1355	1.4
1356	1.4
1357	1.4
1358	1.4
1359	1.4
1360	1.4
1361	1.4
1362	1.4
1363	1.4
1364	1.4
1365	1.4
1366	1.4
1367	1.4
1368	1.4
1369	1.4
1370	1.4
1371	1.4
1372	1.4
1373	1.4
1374	1.4
1375	1.4
1376	1.4
1377	1.4
1378	1.4
1379	1.4
1380	1.4
1381	1.4
1382	1.4
1383	1.4
1384	1.4
1385	1.4
1386	1.4
1387	1.4
1388	1.4
1389	1.4
1390	1.4
1391	1.4
1392	1.4
1393	1.4
1394	1.4
1395	1.4
1396	1.4
1397	1.4
1398	1.4
1399	1.4
1400	1.4
1401	1.4
1402	1.4
1403	1.4
1404	1.4
1405	1.4
1406	1.4
1407	1.4
1408	1.4
1409	1.4
1410	1.4
1411	1.4
1412	1.4
1413	1.4
1414	1.4
1415	1.4
1416	1.4
1417	1.4
1418	1.4
1419	1.4
1420	1.4
1421	1.4
1422	1.4
1423	1.4
1424	1.4
1425	1.4
1426	1.4
1427	1.4
1428	1.4
1429	1.4
1430	1.4
1431	1.4
1432	1.4
1433	1.4
1434	1.4
1435	1.4
1436	1.4
1437	1.4
1438	1.4
1439	1.4
1440	1.4
1441	1.4
1442	1.4
1443	1.4
1444	1.4
1445	1.4
1446	1.4
1447	1.4
1448	1.4
1449	1.4
1450	1.4
1451	1.4
1452	1.4
1453	1.4
1454	1.4
1455	1.4
1456	1.4
1457	1.4
1458	1.4
1459	1.4
1460	1.4
1461	1.4
1462	1.4
1463	1.4
1464	1.4
1465	1.4
1466	1.4
1467	1.4
1468	1.4
1469	1.4
1470	1.4
1471	1.4
1472	1.4
1473	1.4
1474	1.4
1475	1.4
1476	1.4
1477	1.4
1478	1.4
1479	1.4
1480	1.4
1481	1.4
1482	1.4
1483	1.4
1484	1.4
1485	1.4
1486	1.4
1487	1.4
1488	1.4
1489	1.4
1490	1.4
1491	1.4
1492	1.4
1493	1.4
1494	1.4
1495	1.4
1496	1.4
1497	1.4
1498	1.4
1499	1.4
1500	1.4
1501	1.4
1502	1.4
1503	1.4
1504	1.4
1505	1.4
1506	1.4
1507	1.4
1508	1.4
1509	1.4
1510	1.4
1511	1.4
1512	1.4
1513	1.4
1514	1.4
1515	1.4
1516	1.4
1517	1.4
1518	1.4
1519	1.4
1520	1.4
1521	1.4
1522	1.4
1523	1.4
1524	1.4
1525	1.4
1526	1.4
1527	1.4
1528	1.4
1529	1.4
1530	1.4
1531	1.4
1532	1.4
1533	1.4
1534	1.4
1535	1.4
1536	1.4
1537	1.4
1538	1.4
1539	1.4
1540	1.4
1541	1.4
1542	1.4
1543	1.4
1544	1.4
1545	1.4
1546	1.4
1547	1.4
1548	1.4
1549	1.4
1550	1.4
1551	1.4
1552	1.4
1553	1.4
1554	1.4
1555	1.4
1556	1.4
1557	1.4
1558	1.4
1559	1.4
1560	1.4
1561	1.4
1562	1.4
1563	1.4
1564	1.4
1565	1.4
1566	1.4
1567	1.4
