1908	1.4
1909	1.4
1910	1.4
1911	1.4
1912	1.4
1913	1.4
1914	1.4
1915	1.4
1916	1.4
1917	1.4
1918	1.4
1919	1.4
1920	1.4
1921	1.4
1922	1.4
1923	1.4
1924	1.4
1925	1.4
1926	1.4
1927	1.4
1928	1.4
1929	1.4
1930	1.4
1931	1.4
1932	1.4
1933	1.4
1934	1.4
1935	1.4
1936	1.4
1937	1.4
1938	1.4
1939	1.4
1940	1.4
1941	1.4
1942	1.4
1943	1.4
1944	1.4
1945	1.4
1946	1.4
1947	1.4
1948	1.4
1949	1.4
1950	1.4
1951	1.4
1952	1.4
1953	1.4
1954	1.4
1955	1.4
1956	1.4
1957	1.4
1958	1.4
1959	1.4
1960	1.4
1961	1.4
1962	1.4
1963	1.4
1964	1.4
1965	1.4
1966	1.4
1967	1.4
1968	1.4
1969	1.4
1970	1.4
1971	1.4
1972	1.4
1973	1.4
1974	1.4
1975	1.4
1976	1.4
1977	1.4
1978	1.4
1979	1.4
1980	1.4
1981	1.4
1982	1.4
1983	1.4
1984	1.4
1985	1.4
1986	1.4
1987	1.4
1988	1.4
1989	1.4
1990	1.4
1991	1.4
1992	1.4
1993	1.4
1994	1.4
1995	1.4
1996	1.4
1997	1.4
